country,country_code,year,indicator_name,indicator_code,value
Germany,DEU,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,47394.8734504469
Germany,DEU,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,47656.199739747
Germany,DEU,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,48916.1686612154
Germany,DEU,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,45553.9341495339
Germany,DEU,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,42948.9381932694
Germany,DEU,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,41929.7549110722
Germany,DEU,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,48959.5991203133
Denmark,DNK,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,71026.4832271897
Denmark,DNK,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,68043.5466971243
Denmark,DNK,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,67781.0940939514
Denmark,DNK,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,69340.7334922138
Denmark,DNK,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,60985.4885601514
Denmark,DNK,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,59404.2663247723
Denmark,DNK,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,61324.7665045565
Denmark,DNK,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,57521.5514992225
Denmark,DNK,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,54500.9260410217
Denmark,DNK,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,53094.0133607574
Denmark,DNK,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,62520.4509747011
Spain,ESP,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,35326.7683069278
Spain,ESP,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,33493.2225409111
Spain,ESP,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,30319.4987196616
Spain,ESP,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,30799.4775937775
Spain,ESP,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,27233.9426461608
Spain,ESP,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,29786.5245689007
Spain,ESP,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,30602.4212881113
Spain,ESP,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,28381.3425596906
Spain,ESP,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,26755.6061149398
Spain,ESP,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,25982.4416197775
Spain,ESP,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,29707.765509467
Finland,FIN,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,53149.7671934051
Finland,FIN,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,52834.2916752703
Finland,FIN,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,50440.560224974
Finland,FIN,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,53099.1351400148
Finland,FIN,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,48828.6846862799
Finland,FIN,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,48358.1807773701
Finland,FIN,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,49654.2497035329
Finland,FIN,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,46085.0174739036
Finland,FIN,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,43451.2562442158
Finland,FIN,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,42560.3456767103
Finland,FIN,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,50073.7760815871
France,FRA,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,46103.0840855884
France,FRA,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,44700.1384177544
France,FRA,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,40988.6396406579
France,FRA,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,43725.0999521245
France,FRA,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,39169.8606000707
France,FRA,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,40408.2848574751
France,FRA,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,41418.1766484844
France,FRA,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,38687.1626407164
France,FRA,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,37024.2157133669
France,FRA,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,36702.4323733379
France,FRA,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,43148.0459288416
United Kingdom,GBR,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,53246.3676145108
United Kingdom,GBR,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,49944.4702124201
United Kingdom,GBR,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,47057.043229179
United Kingdom,GBR,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,47691.3768799404
United Kingdom,GBR,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,40812.6794663879
United Kingdom,GBR,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,43158.7411267323
United Kingdom,GBR,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,43702.9976303165
United Kingdom,GBR,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,40916.8115070354
United Kingdom,GBR,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,41257.9085545556
United Kingdom,GBR,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,45255.3449216209
United Kingdom,GBR,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,47746.2421759562
Ireland,IRL,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,112894.953240805
Ireland,IRL,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,106818.917130804
Ireland,IRL,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,105190.685952731
Ireland,IRL,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,103783.446284479
Ireland,IRL,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,86514.0706108754
Ireland,IRL,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,81827.6688873996
Ireland,IRL,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,80804.1123164826
Ireland,IRL,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,72161.4047531385
Ireland,IRL,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,64129.5571542383
Ireland,IRL,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,64250.1385181257
Ireland,IRL,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,57214.5379785709
Italy,ITA,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,40385.3413957669
Italy,ITA,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,39277.0838783918
Italy,ITA,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,35653.9042103495
Italy,ITA,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,36852.5425414951
Italy,ITA,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,32091.4866621366
Italy,ITA,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,33812.788724868
Italy,ITA,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,34904.1081923834
Italy,ITA,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,32844.115660604
Italy,ITA,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,31391.5692898108
Italy,ITA,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,30639.8829751432
Italy,ITA,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,36028.3494022349
Netherlands,NLD,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,67520.4218956281
Netherlands,NLD,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,63515.6030780019
Netherlands,NLD,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,59123.318556487
Netherlands,NLD,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,60141.9880911492
Netherlands,NLD,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,53467.9277413737
Netherlands,NLD,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,53554.9007491475
Netherlands,NLD,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,53955.0770024266
Netherlands,NLD,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,49513.6817346384
Netherlands,NLD,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,46808.5291492503
Netherlands,NLD,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,45793.8135434697
Netherlands,NLD,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,53457.2234864322
Norway,NOR,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,86785.4334489176
Norway,NOR,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,87497.2179649556
Norway,NOR,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,109269.520580298
Norway,NOR,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,93072.8925119571
Norway,NOR,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,68340.0181033702
Norway,NOR,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,76430.5889473338
Norway,NOR,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,82792.8427113304
Norway,NOR,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,76131.8384032764
Norway,NOR,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,70867.3609970749
Norway,NOR,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,74809.9658049898
Norway,NOR,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,97666.6951838749
Poland,POL,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,25103.565661423
Poland,POL,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,22145.2660647429
Poland,POL,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,18891.2121169279
Poland,POL,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,18635.5104895754
Poland,POL,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,16150.9304813473
Poland,POL,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,15874.5220531254
Poland,POL,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,15658.2120316794
Poland,POL,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,13913.3402919927
Poland,POL,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,12464.0110508476
Poland,POL,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,12637.5220324406
Poland,POL,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,14262.2841914116
Portugal,PRT,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,29292.242104753
Portugal,PRT,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,27634.6183139773
Portugal,PRT,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,24620.5197587181
Portugal,PRT,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,24711.4510062111
Portugal,PRT,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,22299.4044062173
Portugal,PRT,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,23343.3628970034
Portugal,PRT,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,23541.1401075289
Portugal,PRT,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,21442.3842768879
Portugal,PRT,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,19980.2808866516
Portugal,PRT,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,19215.7813014347
Portugal,PRT,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,22120.6850127107
Sweden,SWE,2024,GDP per capita (current US$),NY.GDP.PCAP.CD,57117.4877440616
Sweden,SWE,2023,GDP per capita (current US$),NY.GDP.PCAP.CD,54950.2834725622
Sweden,SWE,2022,GDP per capita (current US$),NY.GDP.PCAP.CD,54836.8907235124
Sweden,SWE,2021,GDP per capita (current US$),NY.GDP.PCAP.CD,60647.5416365347
Sweden,SWE,2020,GDP per capita (current US$),NY.GDP.PCAP.CD,52568.5726980146
Sweden,SWE,2019,GDP per capita (current US$),NY.GDP.PCAP.CD,51648.9892820514
Sweden,SWE,2018,GDP per capita (current US$),NY.GDP.PCAP.CD,54018.4554391861
Sweden,SWE,2017,GDP per capita (current US$),NY.GDP.PCAP.CD,53210.2233318965
Sweden,SWE,2016,GDP per capita (current US$),NY.GDP.PCAP.CD,51703.5088332851
Sweden,SWE,2015,GDP per capita (current US$),NY.GDP.PCAP.CD,51188.1652120493
Sweden,SWE,2014,GDP per capita (current US$),NY.GDP.PCAP.CD,59583.4584491714
Austria,AUT,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.2
Austria,AUT,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.264
Austria,AUT,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.992
Austria,AUT,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.459
Austria,AUT,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.201
Austria,AUT,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.56
Austria,AUT,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.933
Austria,AUT,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.561
Austria,AUT,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.064
Austria,AUT,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.802
Austria,AUT,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.674
Belgium,BEL,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.7
Belgium,BEL,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.547
Belgium,BEL,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.57
Belgium,BEL,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.248
Belgium,BEL,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.545
Belgium,BEL,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.364
Belgium,BEL,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.941
Belgium,BEL,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.09
Belgium,BEL,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.83
Belgium,BEL,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.482
Belgium,BEL,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.523
Switzerland,CHE,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.343
Switzerland,CHE,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.043
Switzerland,CHE,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.122
Switzerland,CHE,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.013
Switzerland,CHE,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.817
Switzerland,CHE,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.394
Switzerland,CHE,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.713
Switzerland,CHE,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.797
Switzerland,CHE,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.918
Switzerland,CHE,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.801
Switzerland,CHE,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.826
Germany,DEU,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.4
Germany,DEU,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.071
Germany,DEU,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.137
Germany,DEU,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.594
Germany,DEU,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.881
Germany,DEU,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.163
Germany,DEU,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.384
Germany,DEU,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.781
Germany,DEU,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.104
Germany,DEU,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.612
Germany,DEU,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.979
Denmark,DNK,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.358
Denmark,DNK,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.094
Denmark,DNK,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.434
Denmark,DNK,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.065
Denmark,DNK,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.644
Denmark,DNK,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.018
Denmark,DNK,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.131
Denmark,DNK,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.833
Denmark,DNK,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.989
Denmark,DNK,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.278
Denmark,DNK,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.925
Spain,ESP,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.4
Spain,ESP,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,12.179
Spain,ESP,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,13.033
Spain,ESP,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,14.914
Spain,ESP,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,15.532
Spain,ESP,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,14.104
Spain,ESP,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,15.255
Spain,ESP,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,17.224
Spain,ESP,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,19.635
Spain,ESP,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,22.057
Spain,ESP,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,24.441
Finland,FIN,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.4
Finland,FIN,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.149
Finland,FIN,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.719
Finland,FIN,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.617
Finland,FIN,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.759
Finland,FIN,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.695
Finland,FIN,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.361
Finland,FIN,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.64
Finland,FIN,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.818
Finland,FIN,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.376
Finland,FIN,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.663
France,FRA,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.4
France,FRA,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.335
France,FRA,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.303
France,FRA,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.871
France,FRA,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.009
France,FRA,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.415
France,FRA,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.018
France,FRA,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.409
France,FRA,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,10.057
France,FRA,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,10.354
France,FRA,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,10.273
United Kingdom,GBR,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.361
United Kingdom,GBR,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.025
United Kingdom,GBR,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.768
United Kingdom,GBR,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.864
United Kingdom,GBR,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.472
United Kingdom,GBR,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.657
United Kingdom,GBR,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.145
United Kingdom,GBR,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.501
United Kingdom,GBR,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.909
United Kingdom,GBR,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.552
United Kingdom,GBR,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.398
Ireland,IRL,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.3
Ireland,IRL,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.243
Ireland,IRL,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.465
Ireland,IRL,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.357
Ireland,IRL,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.623
Ireland,IRL,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.95
Ireland,IRL,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,5.741
Ireland,IRL,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.713
Ireland,IRL,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.374
Ireland,IRL,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.908
Ireland,IRL,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.858
Italy,ITA,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.5
Italy,ITA,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.627
Italy,ITA,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.069
Italy,ITA,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.497
Italy,ITA,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.192
Italy,ITA,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,9.884
Italy,ITA,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,10.538
Italy,ITA,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.211
Italy,ITA,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.688
Italy,ITA,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,11.896
Italy,ITA,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,12.683
Netherlands,NLD,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.7
Netherlands,NLD,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.535
Netherlands,NLD,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.526
Netherlands,NLD,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.209
Netherlands,NLD,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.82
Netherlands,NLD,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.379
Netherlands,NLD,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.832
Netherlands,NLD,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.837
Netherlands,NLD,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.007
Netherlands,NLD,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.872
Netherlands,NLD,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.419
Norway,NOR,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.0
Norway,NOR,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.574
Norway,NOR,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.231
Norway,NOR,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.359
Norway,NOR,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.424
Norway,NOR,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.684
Norway,NOR,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.801
Norway,NOR,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.164
Norway,NOR,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.68
Norway,NOR,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.296
Norway,NOR,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.486
Poland,POL,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,2.807
Poland,POL,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,2.743
Poland,POL,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,2.811
Poland,POL,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.268
Poland,POL,2020,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.155
Poland,POL,2019,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.267
Poland,POL,2018,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,3.835
Poland,POL,2017,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,4.867
Poland,POL,2016,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.141
Poland,POL,2015,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,7.475
Poland,POL,2014,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,8.971
Portugal,PRT,2024,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.5
Portugal,PRT,2023,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.498
Portugal,PRT,2022,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.138
Portugal,PRT,2021,"Unemployment, total (% of total labor force)",SL.UEM.TOTL.ZS,6.712
